CVE,Risk,Host,Protocol,Port,Name,Description,Solution
CVE-2017-7659,High,192.168.170.228,tcp,8090,"Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later."
CVE-2017-7668,High,192.168.170.228,tcp,8090,"Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later."
CVE-2017-7679,High,192.168.170.228,tcp,8090,"Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later."
CVE-2017-9788,Medium,192.168.170.228,tcp,8090,"Apache 2.4.x < 2.4.27 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.4.x prior to 2.4.27. It is, therefore, affected by the
following vulnerabilities :

  - A denial of service vulnerability exists in httpd due to
    a failure to initialize or reset the value placeholder
    in [Proxy-]Authorization headers of type 'Digest' before
    or between successive key=value assignments by
    mod_auth_digest. An unauthenticated, remote attacker can
    exploit this, by providing an initial key with no '='
    assignment, to disclose sensitive information or cause a
    denial of service condition. (CVE-2017-9788)

  - A read-after-free error exists in httpd that is
    triggered when closing a large number of connections. An
    unauthenticated, remote attacker can exploit this to
    have an unspecified impact. (CVE-2017-9789)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.4.27 or later."
CVE-2017-9789,Medium,192.168.170.228,tcp,8090,"Apache 2.4.x < 2.4.27 Multiple Vulnerabilities","According to its banner, the version of Apache running on the remote
host is 2.4.x prior to 2.4.27. It is, therefore, affected by the
following vulnerabilities :

  - A denial of service vulnerability exists in httpd due to
    a failure to initialize or reset the value placeholder
    in [Proxy-]Authorization headers of type 'Digest' before
    or between successive key=value assignments by
    mod_auth_digest. An unauthenticated, remote attacker can
    exploit this, by providing an initial key with no '='
    assignment, to disclose sensitive information or cause a
    denial of service condition. (CVE-2017-9788)

  - A read-after-free error exists in httpd that is
    triggered when closing a large number of connections. An
    unauthenticated, remote attacker can exploit this to
    have an unspecified impact. (CVE-2017-9789)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.4.27 or later."
CVE-2017-9798,Medium,192.168.170.228,tcp,8090,"Apache 2.4.x < 2.4.28 HTTP Vulnerability (OptionsBleed)","According to its banner, the version of Apache running on the remote
host is 2.4.x prior to 2.4.28. It is, therefore, affected by an HTTP
vulnerability related to the <Limit {method}> directive in an 
.htaccess file.

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.4.28 or later."
CVE-2016-1283,High,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.25 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote 
web server is 7.0.x prior to 7.0.25. It is, therefore, affected by 
multiple vulnerabilities.","Upgrade to PHP version 7.0.25 or later."
CVE-2017-16642,High,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.25 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote 
web server is 7.0.x prior to 7.0.25. It is, therefore, affected by 
multiple vulnerabilities.","Upgrade to PHP version 7.0.25 or later."
CVE-2018-7584,High,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.28 Stack Buffer Overflow","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.28. It is, therefore, affected by
a stack buffer overflow vulnerability.","Upgrade to PHP version 7.0.28 or later."
CVE-2018-10545,Medium,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.30 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.30. It is, therefore, affected by
multiple vulnerabilities.","Upgrade to PHP version 7.0.30 or later."
CVE-2018-10546,Medium,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.30 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.30. It is, therefore, affected by
multiple vulnerabilities.","Upgrade to PHP version 7.0.30 or later."
CVE-2018-10547,Medium,192.168.170.228,tcp,8090,"PHP 7.0.x < 7.0.30 Multiple Vulnerabilities","According to its banner, the version of PHP running on the remote web
server is 7.0.x prior to 7.0.30. It is, therefore, affected by
multiple vulnerabilities.","Upgrade to PHP version 7.0.30 or later."
